step	action	robot0_eef_pos	tool_pos	frame_pos	stand_pos
264	[-0.0, 0.01, 0.0, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
265	[0.04, -0.02, -0.0, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
266	[0.06, 0.01, 0.04, 0.01, 0.0, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
267	[0.06, 0.02, 0.07, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
268	[0.06, 0.02, 0.06, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
269	[0.04, 0.02, 0.05, 0.0, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
270	[0.0, -0.02, 0.0, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
271	[-0.0, -0.03, -0.02, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
272	[-0.02, -0.06, -0.04, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
273	[-0.01, -0.05, -0.0, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
274	[-0.04, -0.0, 0.01, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
275	[-0.02, 0.02, -0.01, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
276	[0.02, 0.0, 0.04, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
277	[0.01, 0.02, 0.03, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
278	[0.0, 0.0, 0.01, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
279	[0.01, 0.04, 0.04, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
280	[-0.01, 0.0, -0.03, 0.01, 0.0, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
281	[0.06, 0.0, -0.03, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
282	[0.02, -0.02, -0.08, 0.01, 0.0, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
283	[-0.02, 0.02, 0.02, 0.01, -0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
284	[0.05, -0.03, -0.02, 0.01, -0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
285	[0.02, 0.03, 0.05, 0.01, -0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
286	[0.05, -0.02, -0.0, 0.01, -0.01, 0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
287	[0.02, 0.07, 0.04, 0.01, -0.01, 0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
288	[0.06, 0.0, 0.02, 0.0, -0.01, 0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
289	[-0.01, 0.04, 0.05, -0.0, -0.01, 0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
290	[0.03, 0.02, -0.04, -0.0, -0.01, 0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
291	[-0.05, 0.02, -0.08, -0.0, -0.02, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
292	[-0.02, 0.02, -0.19, -0.0, -0.02, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
293	[-0.11, 0.07, -0.23, 0.0, -0.03, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
294	[-0.08, -0.01, -0.25, 0.01, -0.03, -0.01, 1.0]	[-0.09, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
295	[-0.04, 0.04, -0.2, 0.01, -0.03, -0.01, 1.0]	[-0.09, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.08]	[-0.08, 0.0, 0.88]
296	[-0.07, 0.02, -0.1, 0.01, -0.03, -0.01, 1.0]	[-0.09, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
297	[-0.07, 0.11, 0.01, 0.0, -0.03, -0.01, 1.0]	[-0.09, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
298	[-0.04, 0.05, -0.0, 0.0, -0.03, -0.01, 1.0]	[-0.09, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
299	[-0.04, 0.05, -0.08, -0.0, -0.02, -0.01, 1.0]	[-0.09, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
300	[-0.1, -0.0, -0.05, -0.0, -0.02, -0.01, 1.0]	[-0.09, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
301	[-0.02, -0.02, -0.02, -0.0, -0.02, -0.01, 1.0]	[-0.09, 0.04, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
302	[-0.08, -0.05, -0.11, -0.0, -0.03, -0.0, 1.0]	[-0.09, 0.04, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
303	[-0.02, 0.04, -0.04, -0.0, -0.02, -0.0, 1.0]	[-0.09, 0.04, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
304	[-0.03, -0.05, -0.04, -0.0, -0.02, -0.0, 1.0]	[-0.1, 0.04, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
305	[-0.05, 0.02, 0.05, -0.0, -0.02, -0.0, 1.0]	[-0.1, 0.04, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
306	[-0.05, -0.03, 0.09, -0.0, -0.02, 0.0, 1.0]	[-0.1, 0.04, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
307	[0.1, 0.01, 0.14, -0.0, -0.01, -0.0, 1.0]	[-0.1, 0.04, 1.13]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.08]	[-0.08, 0.0, 0.88]
308	[-0.0, -0.0, 0.12, -0.01, -0.01, 0.0, 1.0]	[-0.1, 0.04, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
309	[0.1, 0.06, 0.06, -0.0, -0.01, 0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
310	[0.0, -0.02, -0.02, -0.01, -0.0, 0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
311	[-0.01, -0.03, -0.08, -0.0, -0.0, 0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
312	[-0.04, -0.05, -0.16, -0.0, -0.01, -0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
313	[-0.04, -0.03, -0.22, 0.0, -0.01, -0.0, 1.0]	[-0.1, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
314	[-0.05, -0.03, -0.24, 0.01, -0.02, -0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.08]	[-0.08, 0.0, 0.88]
315	[-0.01, -0.01, -0.29, 0.01, -0.02, -0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.07]	[-0.08, 0.0, 0.88]
316	[-0.06, 0.01, -0.27, 0.01, -0.03, -0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.07]	[-0.08, 0.0, 0.88]
317	[-0.01, 0.0, -0.3, 0.01, -0.03, -0.0, 1.0]	[-0.1, 0.03, 1.12]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.07]	[-0.08, 0.0, 0.88]
318	[-0.05, 0.0, -0.26, 0.01, -0.03, -0.0, 1.0]	[-0.1, 0.03, 1.12]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
319	[0.01, 0.04, -0.28, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.03, 1.12]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
320	[-0.01, 0.01, -0.23, 0.01, -0.04, -0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
321	[-0.06, -0.03, -0.29, 0.01, -0.04, -0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.05]	[-0.08, 0.0, 0.88]
322	[-0.02, -0.0, -0.3, 0.01, -0.04, -0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.05]	[-0.08, 0.0, 0.88]
323	[0.01, 0.04, -0.36, 0.01, -0.05, -0.0, 1.0]	[-0.1, 0.03, 1.1]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.05]	[-0.08, 0.0, 0.88]
324	[-0.0, -0.01, -0.34, 0.01, -0.05, -0.0, 1.0]	[-0.1, 0.03, 1.1]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.05]	[-0.08, 0.0, 0.88]
325	[0.03, 0.11, -0.25, 0.02, -0.06, -0.0, 1.0]	[-0.1, 0.03, 1.1]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.05]	[-0.08, 0.0, 0.88]
326	[0.05, 0.04, -0.19, 0.01, -0.05, -0.0, 1.0]	[-0.1, 0.03, 1.1]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.05]	[-0.08, 0.0, 0.88]
327	[0.04, 0.08, -0.1, 0.01, -0.05, -0.0, 1.0]	[-0.1, 0.03, 1.1]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.05]	[-0.08, 0.0, 0.88]
328	[0.03, 0.04, -0.13, 0.01, -0.05, -0.01, 1.0]	[-0.1, 0.03, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.05]	[-0.08, 0.0, 0.88]
329	[0.05, 0.03, -0.13, 0.01, -0.05, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
330	[0.05, 0.04, -0.18, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
331	[-0.0, 0.08, -0.13, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
332	[0.03, 0.02, -0.19, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
333	[0.05, 0.09, -0.14, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
334	[-0.01, 0.01, -0.14, 0.01, -0.04, -0.01, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
335	[0.14, 0.1, 0.01, 0.01, -0.04, -0.01, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
336	[0.12, 0.09, 0.03, 0.0, -0.03, -0.01, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
337	[0.18, 0.07, 0.14, 0.0, -0.02, -0.01, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
338	[0.18, 0.09, 0.1, -0.0, -0.01, -0.0, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
339	[0.16, 0.13, 0.11, -0.0, -0.01, -0.0, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
340	[0.12, 0.11, 0.0, -0.0, -0.0, -0.0, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
341	[0.12, 0.12, -0.03, 0.0, -0.0, -0.01, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
342	[0.09, 0.11, -0.03, 0.0, -0.0, -0.01, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
343	[0.13, 0.08, -0.08, 0.0, -0.01, -0.01, 1.0]	[-0.09, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
344	[0.07, 0.02, -0.11, 0.01, -0.01, -0.02, 1.0]	[-0.08, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
345	[0.06, -0.06, -0.08, 0.01, -0.01, -0.02, 1.0]	[-0.08, 0.05, 1.1]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.05]	[-0.08, 0.0, 0.88]
346	[0.05, -0.03, -0.13, 0.01, -0.02, -0.02, 1.0]	[-0.08, 0.05, 1.1]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.05]	[-0.08, 0.0, 0.88]
347	[0.15, -0.03, -0.14, 0.02, -0.02, -0.01, 1.0]	[-0.08, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.05]	[-0.08, 0.0, 0.88]
348	[-0.0, -0.09, -0.24, 0.02, -0.02, -0.01, 1.0]	[-0.08, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.04]	[-0.08, 0.0, 0.88]
349	[-0.01, -0.03, -0.29, 0.03, -0.03, -0.01, 1.0]	[-0.08, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.04]	[-0.08, 0.0, 0.88]
350	[-0.07, -0.1, -0.33, 0.03, -0.04, -0.01, 1.0]	[-0.08, 0.04, 1.09]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.04]	[-0.08, 0.0, 0.88]
351	[0.03, -0.13, -0.31, 0.04, -0.05, -0.01, 1.0]	[-0.08, 0.04, 1.09]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.03]	[-0.08, 0.0, 0.88]
352	[-0.04, -0.13, -0.32, 0.04, -0.05, -0.0, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.03]	[-0.08, 0.0, 0.88]
353	[0.01, -0.14, -0.25, 0.04, -0.05, -0.0, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.03]	[-0.08, 0.0, 0.88]
354	[-0.1, -0.17, -0.29, 0.04, -0.05, -0.01, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.02]	[-0.08, 0.0, 0.88]
355	[-0.18, -0.09, -0.27, 0.04, -0.06, -0.01, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.02]	[-0.08, 0.0, 0.88]
356	[-0.2, -0.06, -0.26, 0.04, -0.07, -0.02, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.02]	[-0.08, 0.0, 0.88]
357	[-0.2, 0.05, -0.24, 0.03, -0.07, -0.02, 1.0]	[-0.08, 0.03, 1.08]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.02]	[-0.08, 0.0, 0.88]
358	[-0.23, 0.07, -0.27, 0.03, -0.08, -0.02, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.02]	[-0.08, 0.0, 0.88]
359	[-0.21, -0.01, -0.33, 0.02, -0.08, -0.02, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.02]	[-0.08, 0.0, 0.88]
360	[-0.19, -0.13, -0.32, 0.03, -0.08, -0.02, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
361	[-0.19, -0.05, -0.33, 0.03, -0.08, -0.02, 1.0]	[-0.08, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
362	[-0.24, -0.02, -0.21, 0.03, -0.08, -0.01, 1.0]	[-0.09, 0.04, 1.08]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
363	[-0.25, 0.01, -0.15, 0.03, -0.08, -0.01, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
364	[-0.43, 0.08, -0.24, 0.01, -0.09, 0.01, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
365	[-0.28, 0.06, -0.17, 0.01, -0.09, -0.0, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
366	[-0.22, 0.03, -0.14, 0.02, -0.08, -0.01, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
367	[-0.13, -0.06, -0.1, 0.02, -0.07, -0.0, 1.0]	[-0.1, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.02]	[-0.08, 0.0, 0.88]
368	[-0.02, -0.08, -0.11, 0.02, -0.06, 0.01, 1.0]	[-0.1, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.02]	[-0.08, 0.0, 0.88]
369	[0.07, -0.08, -0.09, 0.02, -0.05, 0.02, 1.0]	[-0.1, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.02]	[-0.08, -0.0, 0.88]
370	[-0.1, -0.16, -0.19, 0.03, -0.04, 0.03, 1.0]	[-0.1, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.02]	[-0.08, -0.0, 0.88]
371	[-0.01, -0.12, -0.1, 0.04, -0.03, 0.03, 1.0]	[-0.1, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.02]	[-0.08, -0.0, 0.88]
372	[-0.03, -0.05, -0.0, 0.04, -0.02, 0.05, 1.0]	[-0.1, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.02]	[-0.08, -0.0, 0.88]
373	[0.22, -0.06, 0.13, 0.05, -0.01, 0.07, 1.0]	[-0.1, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.02]	[-0.08, -0.0, 0.88]
374	[0.06, -0.06, 0.07, 0.06, 0.01, 0.07, 1.0]	[-0.1, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, -0.0, 0.88]
375	[0.13, 0.02, 0.14, 0.06, 0.01, 0.09, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, -0.0, 0.88]
376	[0.02, 0.04, -0.04, 0.05, 0.02, 0.09, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, -0.0, 0.88]
377	[-0.08, -0.02, -0.15, 0.05, 0.01, 0.09, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, -0.0, 0.88]
378	[-0.13, -0.03, -0.31, 0.05, 0.0, 0.08, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, -0.0, 0.88]
379	[-0.12, -0.05, -0.36, 0.05, -0.01, 0.07, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
380	[-0.05, -0.1, -0.48, 0.05, -0.02, 0.06, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
381	[-0.03, -0.13, -0.53, 0.05, -0.03, 0.06, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
382	[-0.1, -0.07, -0.42, 0.05, -0.04, 0.05, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
383	[0.02, 0.04, -0.22, 0.04, -0.04, 0.04, 1.0]	[-0.09, 0.03, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
384	[-0.08, 0.02, -0.23, 0.03, -0.05, 0.04, 1.0]	[-0.09, 0.03, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
385	[-0.07, -0.03, -0.37, 0.03, -0.06, 0.03, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
386	[-0.04, 0.02, -0.4, 0.03, -0.06, 0.02, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
387	[0.01, 0.07, -0.39, 0.04, -0.06, 0.01, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
388	[0.09, 0.04, -0.24, 0.04, -0.06, -0.0, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
389	[0.12, 0.15, -0.08, 0.03, -0.06, -0.01, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
390	[0.14, 0.15, -0.1, 0.03, -0.05, -0.03, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
391	[0.08, 0.09, -0.16, 0.02, -0.05, -0.04, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.02]	[-0.08, 0.0, 0.88]
392	[0.23, 0.13, -0.07, 0.02, -0.04, -0.05, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.02]	[-0.08, 0.0, 0.88]
393	[0.32, 0.23, 0.06, 0.02, -0.03, -0.05, 1.0]	[-0.08, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.02]	[-0.08, 0.0, 0.88]
394	[0.2, 0.22, 0.04, 0.01, -0.02, -0.06, 1.0]	[-0.08, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.02]	[-0.08, 0.0, 0.88]
395	[0.26, 0.29, 0.07, 0.01, -0.01, -0.07, 1.0]	[-0.08, 0.04, 1.07]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.02]	[-0.08, 0.0, 0.88]
